Timestamp                       (process)[PID]    
2026-04-26 05:02:32.320914-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:32.338214-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:32.340836-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:packages] 1ff03[SpaceDestroy]: destroy space 3
2026-04-26 05:02:32.340840-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:packages] 1ff03[SpaceDestroy]: window 9 parted space 3
2026-04-26 05:02:32.355011-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:32.373496-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970efe0)
2026-04-26 05:02:32.388890-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:32.407011-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:32.423659-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e9710830)
2026-04-26 05:02:32.443722-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31cc40)
2026-04-26 05:02:32.469784-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31eca0)
2026-04-26 05:02:32.492432-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e9710170)
2026-04-26 05:02:32.510910-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:32.528793-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970cbd0)
2026-04-26 05:02:32.548604-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea207770)
2026-04-26 05:02:32.563992-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:32.580322-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea207770)
2026-04-26 05:02:32.596350-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:32.613068-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e9710830)
2026-04-26 05:02:32.628892-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea20cc50)
2026-04-26 05:02:32.646185-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:32.663832-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970f830)
2026-04-26 05:02:32.682144-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31eca0)
2026-04-26 05:02:32.699257-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:32.718040-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:32.732705-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [osservice<com.apple.security.agent.login(92)>:402:402] from originator [osservice<com.apple.WindowServer(88)>:167] with description <RBSAssertionDescriptor| "AppVisible" ID:205-167-40 target:402 attributes:[
2026-04-26 05:02:32.733288-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:32.749123-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:32.771782-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970cca0)
2026-04-26 05:02:32.788689-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:32.804643-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea207770)
2026-04-26 05:02:32.821151-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea207770)
2026-04-26 05:02:32.838134-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31eca0)
2026-04-26 05:02:32.854579-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31cc40)
2026-04-26 05:02:32.871888-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:32.887720-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31cc40)
2026-04-26 05:02:32.904665-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e9710830)
2026-04-26 05:02:32.921511-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea205520)
2026-04-26 05:02:32.937977-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:32.954964-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31f9b0)
2026-04-26 05:02:32.972363-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970cca0)
2026-04-26 05:02:32.987968-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31cc40)
2026-04-26 05:02:33.004639-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970cca0)
2026-04-26 05:02:33.021311-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:33.038303-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:33.054627-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31cc40)
2026-04-26 05:02:33.073240-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970cbd0)
2026-04-26 05:02:33.088093-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:33.105363-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:33.121044-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea20cc50)
2026-04-26 05:02:33.137638-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970cca0)
2026-04-26 05:02:33.154562-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:33.171129-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea50a7a0)
2026-04-26 05:02:33.187883-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31eca0)
2026-04-26 05:02:33.202753-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:33.218846-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31f9b0)
2026-04-26 05:02:33.234055-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea20cc50)
2026-04-26 05:02:33.250432-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea60ab50)
2026-04-26 05:02:33.267523-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970efe0)
2026-04-26 05:02:33.282625-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:33.296921-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Invalidating assertion 205-167-37 (target:[osservice<com.apple.InstallerProgress>:131]) from originator [osservice<com.apple.WindowServer(88)>:167]
2026-04-26 05:02:33.297475-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea009ce0)
2026-04-26 05:02:33.314532-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31f9b0)
2026-04-26 05:02:33.337337-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:processes] 0[SetFrontProcessWithInfo]: CPS: Application SecurityAgent/0x0-0x8008 tried to make itself frontmost, and the front process is NULL, so allowing it to be in front.
2026-04-26 05:02:33.338008-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31f9b0)
2026-04-26 05:02:33.354446-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:33.363519-0500  localhost WindowServer[167]: (TCC) Created Activity ID: 0xcf, Description: TCCAccessRequest() IPC
2026-04-26 05:02:33.363529-0500  localhost WindowServer[167]: (libxpc.dylib) [com.apple.xpc:connection] [0x60000320c780] activating connection: mach=true listener=false peer=false name=com.apple.tccd.system
2026-04-26 05:02:33.364029-0500  localhost WindowServer[167]: (libxpc.dylib) [com.apple.xpc:connection] [0x60000320c780] invalidated after the last release of the connection object
2026-04-26 05:02:33.365670-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:packages] 0[NewConnectionPort]: resumed connection 1c8d3
2026-04-26 05:02:33.365944-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:default] [ ConnectionDebug ] New conn 0x1c8d3, PID 433 in session 257 on console
2026-04-26 05:02:33.369150-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea20be60)
2026-04-26 05:02:33.370105-0500  localhost launchd[1]: [pid/433 [ViewBridgeAuxil]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:33.388579-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea404450)
2026-04-26 05:02:33.404404-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31cc40)
2026-04-26 05:02:33.421569-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e9710830)
2026-04-26 05:02:33.437863-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea205520)
2026-04-26 05:02:33.454605-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970cca0)
2026-04-26 05:02:33.462446-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:packages] 1633b[SetWindowHasKeyAppearance]: request window 7 set active key appearance
2026-04-26 05:02:33.462455-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:packages] 1633b[SetWindowHasMainAppearance]: request window 7 set active main appearance
2026-04-26 05:02:33.471134-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea20be60)
2026-04-26 05:02:33.480677-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [osservice<com.apple.security.agent.login(92)>:402:402] from originator [osservice<com.apple.WindowServer(88)>:167] with description <RBSAssertionDescriptor| "AppDrawing" ID:205-167-45 target:402 attributes:[
2026-04-26 05:02:33.489606-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:33.504437-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31eca0)
2026-04-26 05:02:33.524751-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31cc40)
2026-04-26 05:02:33.539504-0500  localhost WindowServer[167]: (TCC) Created Activity ID: 0x1a30, Description: TCCAccessRequest() IPC
2026-04-26 05:02:33.539521-0500  localhost WindowServer[167]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003210000] activating connection: mach=true listener=false peer=false name=com.apple.tccd.system
2026-04-26 05:02:33.540629-0500  localhost tccd[184]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=167.14, attribution={accessing={TCCDProcess: identifier=com.apple.SecurityAgent, pid=402, auid=92, euid=92, binary_path=/System/Library/Frameworks/Security.framework/Versions/A/MachServices/SecurityAgent.bundle/Contents/MacOS/SecurityAgent}, requesting={TCCDProcess: identifier=com.apple.WindowServer, pid=167, auid=88, euid=88, binary_path=/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/Resources/WindowServer}, },
2026-04-26 05:02:33.540655-0500  localhost tccd[184]: [com.apple.TCC:access] requestor: TCCDProcess: identifier=com.apple.WindowServer, pid=167, auid=88, euid=88, binary_path=/System/Library/PrivateFrameworks/SkyLight.framework/Versions/A/Resources/WindowServer is checking access for accessor TCCDProcess: identifier=com.apple.SecurityAgent, pid=402, auid=92, euid=92, binary_path=/System/Library/Frameworks/Security.framework/Versions/A/MachServices/SecurityAgent.bundle/Contents/MacOS/SecurityAgent
2026-04-26 05:02:33.546598-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea31ddb0)
2026-04-26 05:02:33.547207-0500  localhost WindowServer[167]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003210000] invalidated after the last release of the connection object
2026-04-26 05:02:33.561964-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10dcd0)
2026-04-26 05:02:33.579723-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea205520)
2026-04-26 05:02:33.596483-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10ee40)
2026-04-26 05:02:33.613056-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10cb70)
2026-04-26 05:02:33.629674-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea10eb40)
2026-04-26 05:02:33.646628-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2ea205520)
2026-04-26 05:02:33.663587-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.DSDevice.#69680256:default] IODisplayCopyParameters result = 0x0 (dict=0x7fe2e970afa0)
2026-04-26 05:02:33.682602-0500  localhost corebrightnessd[163]: (CoreBrightness) [com.apple.CoreBrightness.CBColorModule.Primary:default] whitepoint adjustment are not available (CoreDisplay is down)
2026-04-26 05:02:33.683001-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:default] [ ConnectionDebug ] Closing conn 0x1682f, PID 163 in session 257 on console
2026-04-26 05:02:34.033511-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] WifiLoc, processScanResult, aps, 1, network, 1, tiles, 1, request, Request, type, clientupdate, lowPriority, no, requester, registrant, numOfRequestedScans, 0, timestamp, 798890554.0, age, 0.0
2026-04-26 05:02:34.035123-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 58.33, speed, <private>, course, <private>, type, 4, alt, <private>, altunc, -1.0,ellipsoidalAlt,<private>,speedUnc,<private>,courseUnc,<private>,signalEnv,<private>,timestamp,798890554.034
2026-04-26 05:02:34.035251-0500  localhost locationd[381]: [com.apple.locationd.Core:TZ] #Notice Handling new location <<private>,<private>>, acc <private>, timestamp <private>, lifespan <private>, confidence <private>
2026-04-26 05:02:34.035388-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 58.33, speed, <private>, course, <private>, type, 4, alt, <private>, altunc, -1.0,ellipsoidalAlt,<private>,speedUnc,<private>,courseUnc,<private>,signalEnv,<private>,timestamp,798890554.034
2026-04-26 05:02:34.035435-0500  localhost locationd[381]: [com.apple.locationd.Position:Position] TILE: onLocationNotification, fLastLocationDownloadCheckTimestamp, <private>, isForceLocationCheck, <private>, fLastLocationProtectionCheckTimestamp, <private>, leech location, <private>
2026-04-26 05:02:34.035481-0500  localhost locationd[381]: [com.apple.locationd.Core:TZ] #Notice Handling new location <<private>,<private>>, acc <private>, timestamp <private>, lifespan <private>, confidence <private>
2026-04-26 05:02:34.035515-0500  localhost locationd[381]: [com.apple.locationd.Position:Position] TILE: onLocationNotification, fLastLocationDownloadCheckTimestamp, <private>, isForceLocationCheck, <private>, fLastLocationProtectionCheckTimestamp, <private>, leech location, <private>
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp"
2026-04-26 05:02:34.209215-0500  localhost airportd[247]: (IO80211) [com.apple.WiFiManager:] SC: <airport[247]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
2026-04-26 05:02:34.215607-0500  localhost locationd[381]: [com.apple.locationd.Core:TZ] #Notice Handling new location <<private>,<private>>, acc <private>, timestamp <private>, lifespan <private>, confidence <private>
2026-04-26 05:02:34.248886-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] WifiLoc, processScanResult, aps, 1, network, 1, tiles, 1, request, Request, type, clientupdate, lowPriority, no, requester, registrant, numOfRequestedScans, 0, timestamp, 798890554.2, age, 0.0
2026-04-26 05:02:34.262566-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 58.33, speed, <private>, course, <private>, type, 4, alt, <private>, altunc, -1.0,ellipsoidalAlt,<private>,speedUnc,<private>,courseUnc,<private>,signalEnv,<private>,timestamp,798890554.249
2026-04-26 05:02:34.262749-0500  localhost locationd[381]: [com.apple.locationd.Position:Position] TILE: onLocationNotification, fLastLocationDownloadCheckTimestamp, <private>, isForceLocationCheck, <private>, fLastLocationProtectionCheckTimestamp, <private>, leech location, <private>
2026-04-26 05:02:34.262767-0500  localhost locationd[381]: [com.apple.locationd.Core:TZ] #Notice Handling new location <<private>,<private>>, acc <private>, timestamp <private>, lifespan <private>, confidence <private>
2026-04-26 05:02:34.262851-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 58.33, speed, <private>, course, <private>, type, 4, alt, <private>, altunc, -1.0,ellipsoidalAlt,<private>,speedUnc,<private>,courseUnc,<private>,signalEnv,<private>,timestamp,798890554.249
2026-04-26 05:02:34.262979-0500  localhost locationd[381]: [com.apple.locationd.Core:TZ] #Notice Handling new location <<private>,<private>>, acc <private>, timestamp <private>, lifespan <private>, confidence <private>
2026-04-26 05:02:34.263054-0500  localhost locationd[381]: [com.apple.locationd.Position:Position] TILE: onLocationNotification, fLastLocationDownloadCheckTimestamp, <private>, isForceLocationCheck, <private>, fLastLocationProtectionCheckTimestamp, <private>, leech location, <private>
2026-04-26 05:02:34.264314-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] WifiLoc, processScanResult, aps, 1, network, 1, tiles, 1, request, Request, type, clientupdate, lowPriority, no, requester, registrant, numOfRequestedScans, 0, timestamp, 798890554.3, age, 0.0
2026-04-26 05:02:34.282429-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 58.33, speed, <private>, course, <private>, type, 4, alt, <private>, altunc, -1.0,ellipsoidalAlt,<private>,speedUnc,<private>,courseUnc,<private>,signalEnv,<private>,timestamp,798890554.264
2026-04-26 05:02:34.282505-0500  localhost locationd[381]: [com.apple.locationd.Core:TZ] #Notice Handling new location <<private>,<private>>, acc <private>, timestamp <private>, lifespan <private>, confidence <private>
2026-04-26 05:02:34.282524-0500  localhost locationd[381]: [com.apple.locationd.Position:Position] TILE: onLocationNotification, fLastLocationDownloadCheckTimestamp, <private>, isForceLocationCheck, <private>, fLastLocationProtectionCheckTimestamp, <private>, leech location, <private>
2026-04-26 05:02:34.282606-0500  localhost locationd[381]: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 58.33, speed, <private>, course, <private>, type, 4, alt, <private>, altunc, -1.0,ellipsoidalAlt,<private>,speedUnc,<private>,courseUnc,<private>,signalEnv,<private>,timestamp,798890554.264
2026-04-26 05:02:34.282657-0500  localhost locationd[381]: [com.apple.locationd.Core:TZ] #Notice Handling new location <<private>,<private>>, acc <private>, timestamp <private>, lifespan <private>, confidence <private>
2026-04-26 05:02:34.282680-0500  localhost locationd[381]: [com.apple.locationd.Position:Position] TILE: onLocationNotification, fLastLocationDownloadCheckTimestamp, <private>, isForceLocationCheck, <private>, fLastLocationProtectionCheckTimestamp, <private>, leech location, <private>
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp",
2026-04-26 05:02:34.297584-0500  localhost airportd[247]: (IO80211) [com.apple.WiFiManager:] SC: <airport[247]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp"
2026-04-26 05:02:34.302875-0500  localhost airportd[247]: (IO80211) [com.apple.WiFiManager:] SC: <airport[247]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
